'',GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
106,Shot Chart Detail,0022300214,344,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,0,39,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,29,1,1,20231119,UTA,PHX
107,Shot Chart Detail,0022300214,379,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,9,53,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,55,45,1,1,20231119,UTA,PHX
108,Shot Chart Detail,0022300214,562,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,10,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-45,274,1,1,20231119,UTA,PHX
109,Shot Chart Detail,0022300214,611,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,7,7,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-12,1,1,20231119,UTA,PHX
110,Shot Chart Detail,0022300214,691,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,0,20,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,0,1,1,20231119,UTA,PHX
111,Shot Chart Detail,0022300214,829,1628374,Lauri Markkanen,1610612762,Utah Jazz,6,1,41,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-43,110,1,1,20231119,UTA,PHX
112,Shot Chart Detail,0022300214,841,1628374,Lauri Markkanen,1610612762,Utah Jazz,6,0,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,21,1,1,20231119,UTA,PHX
113,Shot Chart Detail,0022300237,24,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,9,31,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,64,85,1,1,20231122,POR,UTA
114,Shot Chart Detail,0022300237,267,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,3,21,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,12,1,1,20231122,POR,UTA
115,Shot Chart Detail,0022300237,319,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,11,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,6,1,1,20231122,POR,UTA
116,Shot Chart Detail,0022300237,338,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,9,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,87,148,1,1,20231122,POR,UTA
117,Shot Chart Detail,0022300237,379,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,6,30,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,6,1,1,20231122,POR,UTA
118,Shot Chart Detail,0022300237,395,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,4,32,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,130,147,1,1,20231122,POR,UTA
119,Shot Chart Detail,0022300237,405,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,3,34,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20231122,POR,UTA
120,Shot Chart Detail,0022300237,616,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,2,19,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,-10,1,1,20231122,POR,UTA
121,Shot Chart Detail,0022300237,620,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,1,57,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,239,15,1,1,20231122,POR,UTA
122,Shot Chart Detail,0022300318,9,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,11,25,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-48,190,1,1,20231213,UTA,NYK
123,Shot Chart Detail,0022300318,147,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,1,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-126,232,1,1,20231213,UTA,NYK
124,Shot Chart Detail,0022300318,170,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,11,49,Made Shot,Driving Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,39,1,1,20231213,UTA,NYK
125,Shot Chart Detail,0022300318,184,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,10,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-20,272,1,1,20231213,UTA,NYK
126,Shot Chart Detail,0022300318,188,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,9,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-148,225,1,1,20231213,UTA,NYK
127,Shot Chart Detail,0022300318,325,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,0,42,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,23,27,1,1,20231213,UTA,NYK
128,Shot Chart Detail,0022300318,348,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,11,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,75,232,1,1,20231213,UTA,NYK
129,Shot Chart Detail,0022300342,25,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,10,14,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,27,1,1,20231216,SAC,UTA
130,Shot Chart Detail,0022300342,152,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,0,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-77,239,1,1,20231216,SAC,UTA
131,Shot Chart Detail,0022300342,289,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,1,48,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,38,1,1,20231216,SAC,UTA
132,Shot Chart Detail,0022300342,304,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,0,24,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,15,1,1,20231216,SAC,UTA
133,Shot Chart Detail,0022300342,322,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,10,28,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-50,38,1,1,20231216,SAC,UTA
134,Shot Chart Detail,0022300342,343,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,9,17,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20231216,SAC,UTA
135,Shot Chart Detail,0022300342,520,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,8,11,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,22,1,1,20231216,SAC,UTA
136,Shot Chart Detail,0022300357,22,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,10,45,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-55,3,1,1,20231218,UTA,BKN
137,Shot Chart Detail,0022300357,143,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,1,19,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-65,14,1,1,20231218,UTA,BKN
138,Shot Chart Detail,0022300357,334,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,0,31,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,1,1,1,20231218,UTA,BKN
139,Shot Chart Detail,0022300357,399,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,7,7,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,29,34,1,1,20231218,UTA,BKN
140,Shot Chart Detail,0022300357,491,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,1,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-132,231,1,1,20231218,UTA,BKN
141,Shot Chart Detail,0022300357,555,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,8,40,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20231218,UTA,BKN
142,Shot Chart Detail,0022300364,13,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,10,43,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-76,244,1,1,20231220,CLE,UTA
143,Shot Chart Detail,0022300364,146,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,0,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-143,237,1,1,20231220,CLE,UTA
144,Shot Chart Detail,0022300364,194,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,8,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,119,235,1,1,20231220,CLE,UTA
145,Shot Chart Detail,0022300364,349,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,10,56,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,54,10,1,1,20231220,CLE,UTA
146,Shot Chart Detail,0022300364,391,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,6,55,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20231220,CLE,UTA
147,Shot Chart Detail,0022300364,467,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,1,26,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,6,1,1,20231220,CLE,UTA
148,Shot Chart Detail,0022300364,637,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,2,0,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,91,-1,1,1,20231220,CLE,UTA
149,Shot Chart Detail,0022300364,668,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,0,41,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,97,42,1,1,20231220,CLE,UTA
150,Shot Chart Detail,0022300395,9,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,11,18,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,8,1,1,20231223,TOR,UTA
151,Shot Chart Detail,0022300395,19,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,10,20,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,-17,1,1,20231223,TOR,UTA
152,Shot Chart Detail,0022300395,36,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,8,37,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-2,69,1,1,20231223,TOR,UTA
153,Shot Chart Detail,0022300395,50,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,7,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-89,269,1,1,20231223,TOR,UTA
154,Shot Chart Detail,0022300395,178,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,10,6,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20231223,TOR,UTA
155,Shot Chart Detail,0022300395,183,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,8,57,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-1,1,1,20231223,TOR,UTA
156,Shot Chart Detail,0022300395,347,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,11,42,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,-6,1,1,20231223,TOR,UTA
157,Shot Chart Detail,0022300395,391,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,8,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,186,156,1,1,20231223,TOR,UTA
158,Shot Chart Detail,0022300395,512,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,11,29,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,5,1,1,20231223,TOR,UTA
159,Shot Chart Detail,0022300395,576,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,6,15,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-5,1,1,20231223,TOR,UTA
160,Shot Chart Detail,0022300395,587,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,5,31,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-5,117,1,1,20231223,TOR,UTA
161,Shot Chart Detail,0022300395,596,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,4,35,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,24,1,1,20231223,TOR,UTA
162,Shot Chart Detail,0022300412,18,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,10,24,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20231226,SAS,UTA
163,Shot Chart Detail,0022300412,44,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,8,5,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-3,1,1,20231226,SAS,UTA
164,Shot Chart Detail,0022300412,241,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,7,25,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20231226,SAS,UTA
165,Shot Chart Detail,0022300412,306,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,2,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-108,230,1,1,20231226,SAS,UTA
166,Shot Chart Detail,0022300412,322,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,1,19,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,6,1,1,20231226,SAS,UTA
167,Shot Chart Detail,0022300412,338,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,0,2,Made Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-91,2,1,1,20231226,SAS,UTA
168,Shot Chart Detail,0022300412,389,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,8,48,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,6,1,1,20231226,SAS,UTA
169,Shot Chart Detail,0022300412,564,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,9,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,87,248,1,1,20231226,SAS,UTA
170,Shot Chart Detail,0022300412,572,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,9,2,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-98,-4,1,1,20231226,SAS,UTA
171,Shot Chart Detail,0022300412,609,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,6,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,125,242,1,1,20231226,SAS,UTA
172,Shot Chart Detail,0022300412,634,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,5,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-83,242,1,1,20231226,SAS,UTA
173,Shot Chart Detail,0022300412,654,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,3,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,188,211,1,1,20231226,SAS,UTA
174,Shot Chart Detail,0022300424,43,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,8,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-190,179,1,1,20231228,NOP,UTA
175,Shot Chart Detail,0022300424,138,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,1,57,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-1,1,1,20231228,NOP,UTA
176,Shot Chart Detail,0022300424,203,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,8,51,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,5,79,1,1,20231228,NOP,UTA
177,Shot Chart Detail,0022300424,299,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,1,22,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,33,1,1,20231228,NOP,UTA
178,Shot Chart Detail,0022300424,508,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,9,51,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-8,1,1,20231228,NOP,UTA
179,Shot Chart Detail,0022300424,512,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,9,30,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,14,1,1,20231228,NOP,UTA
180,Shot Chart Detail,0022300424,551,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,5,53,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20231228,NOP,UTA
181,Shot Chart Detail,0022300439,268,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,5,30,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,20,1,1,20231230,UTA,MIA
182,Shot Chart Detail,0022300439,324,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,0,35,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,75,43,1,1,20231230,UTA,MIA
183,Shot Chart Detail,0022300439,393,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,8,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,40,1,1,20231230,UTA,MIA
184,Shot Chart Detail,0022300439,640,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,1,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,143,216,1,1,20231230,UTA,MIA
185,Shot Chart Detail,0022300457,72,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,5,46,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-64,80,1,1,20240101,UTA,DAL
186,Shot Chart Detail,0022300457,92,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,4,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-219,127,1,1,20240101,UTA,DAL
187,Shot Chart Detail,0022300457,349,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,11,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,162,205,1,1,20240101,UTA,DAL
188,Shot Chart Detail,0022300457,357,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,10,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,208,159,1,1,20240101,UTA,DAL
189,Shot Chart Detail,0022300457,387,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,8,16,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,20,1,1,20240101,UTA,DAL
190,Shot Chart Detail,0022300457,441,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,4,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-13,246,1,1,20240101,UTA,DAL
191,Shot Chart Detail,0022300474,67,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,7,18,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,15,1,1,20240103,UTA,DET
192,Shot Chart Detail,0022300474,232,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,7,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,15,1,1,20240103,UTA,DET
193,Shot Chart Detail,0022300474,236,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,7,3,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,35,1,1,20240103,UTA,DET
194,Shot Chart Detail,0022300474,251,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,5,40,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,10,30,1,1,20240103,UTA,DET
195,Shot Chart Detail,0022300474,321,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,0,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-200,147,1,1,20240103,UTA,DET
196,Shot Chart Detail,0022300474,344,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,11,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-60,257,1,1,20240103,UTA,DET
197,Shot Chart Detail,0022300474,397,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,7,42,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240103,UTA,DET
198,Shot Chart Detail,0022300474,458,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,3,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-11,142,1,1,20240103,UTA,DET
199,Shot Chart Detail,0022300474,603,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,5,38,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-62,28,1,1,20240103,UTA,DET
200,Shot Chart Detail,0022300474,669,1628374,Lauri Markkanen,1610612762,Utah Jazz,4,0,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-74,258,1,1,20240103,UTA,DET
201,Shot Chart Detail,0022300479,62,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,7,59,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,7,1,1,20240105,BOS,UTA
202,Shot Chart Detail,0022300479,286,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,4,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-13,263,1,1,20240105,BOS,UTA
203,Shot Chart Detail,0022300479,293,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,3,45,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-238,58,1,1,20240105,BOS,UTA
204,Shot Chart Detail,0022300479,303,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,2,40,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,115,159,1,1,20240105,BOS,UTA
205,Shot Chart Detail,0022300479,345,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,11,32,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,29,1,1,20240105,BOS,UTA
206,Shot Chart Detail,0022300479,401,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,7,39,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-114,46,1,1,20240105,BOS,UTA
207,Shot Chart Detail,0022300479,412,1628374,Lauri Markkanen,1610612762,Utah Jazz,3,6,59,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,69,1,1,20240105,BOS,UTA
208,Shot Chart Detail,0022300495,7,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,11,39,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,1,20240106,PHI,UTA
209,Shot Chart Detail,0022300495,30,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,10,1,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,9,1,1,20240106,PHI,UTA
210,Shot Chart Detail,0022300495,87,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,5,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,129,225,1,1,20240106,PHI,UTA
211,Shot Chart Detail,0022300495,93,1628374,Lauri Markkanen,1610612762,Utah Jazz,1,4,55,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,10,1,1,20240106,PHI,UTA
212,Shot Chart Detail,0022300495,262,1628374,Lauri Markkanen,1610612762,Utah Jazz,2,7,32,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,-4,1,1,20240106,PHI,UTA
